student_id,age,study_hours_per_week,attendance_pct,average_grade,assignments_count,sleep_hours_per_night,final_score,passed
STU-0008732,26,16.7,59.5,43.7,10,7.6,55.4,no
STU-0008733,22,16.9,82.1,98.8,14,8.7,82.7,yes
STU-0008734,19,1.0,69.7,64.2,4,7.0,28.9,no
STU-0008735,20,6.8,74.4,28.8,6,8.8,53.0,no
STU-0008736,18,29.4,87.9,100,4,7.2,88.1,yes
STU-0008737,17,14.1,65.4,93.9,3,7.5,75.2,yes
STU-0008738,18,13.1,58.2,55.3,7,6.5,62.9,yes
STU-0008739,20,7.7,71.1,100,5,6.8,84.6,yes
STU-0008740,18,1.0,40.9,65.8,3,6.9,51.5,no
STU-0008741,18,19.1,100,98.7,5,7.3,79.8,yes
STU-0008742,23,23.3,72.8,100,4,7.3,80.3,yes
STU-0008743,19,5.5,52.4,45.0,14,7.2,58.8,no
STU-0008744,22,11.8,61.3,100,13,8.0,80.6,yes
STU-0008745,23,18.0,76.2,94.2,5,7.0,72.4,yes
STU-0008746,24,16.1,81.4,78.4,12,6.9,77.6,yes
STU-0008747,24,13.4,76.9,100,10,7.3,59.3,no
STU-0008748,22,4.0,81.2,100,5,5.8,66.5,yes
STU-0008749,22,22.7,89.1,79.5,10,8.5,86.4,yes
STU-0008750,25,17.1,76.7,100,12,7.2,82.5,yes
STU-0008751,21,23.8,88.5,100,12,7.7,95.5,yes
STU-0008752,18,14.4,71.8,79.3,4,5.9,62.6,yes
STU-0008753,21,10.5,85.7,92.9,10,7.4,84.7,yes
STU-0008754,24,9.5,57.1,87.5,4,6.3,61.3,yes
STU-0008755,22,15.2,91.6,100,13,7.4,89.9,yes
STU-0008756,20,3.4,75.9,64.8,13,7.6,76.1,yes
STU-0008757,17,20.8,88.8,100,9,6.7,88.8,yes
STU-0008758,18,16.6,69.6,100,3,8.0,72.0,yes
STU-0008759,25,3.6,64.7,95.4,11,7.7,71.5,yes
STU-0008760,19,8.9,82.8,100,4,7.7,74.1,yes
STU-0008761,20,16.7,92.7,100,5,7.7,96.7,yes
STU-0008762,20,9.1,75.9,82.9,11,7.7,79.4,yes
STU-0008763,20,19.2,75.7,100,8,6.8,91.7,yes
STU-0008764,26,1.0,81.7,100,13,7.8,72.8,yes
STU-0008765,18,5.8,77.7,98.6,7,7.5,81.5,yes
STU-0008766,25,1.0,61.9,89.0,10,7.2,67.5,yes
STU-0008767,20,3.0,73.0,72.6,14,6.5,61.6,yes
STU-0008768,26,26.4,91.5,100,12,5.3,100,yes
STU-0008769,21,14.0,92.0,100,6,8.6,91.8,yes
STU-0008770,18,13.2,80.5,79.6,11,8.4,76.3,yes
STU-0008771,19,11.2,71.3,91.1,10,7.3,78.1,yes
STU-0008772,21,12.8,75.5,51.2,11,6.0,52.6,no
STU-0008773,18,16.7,89.1,96.4,10,6.4,71.3,yes
STU-0008774,18,15.0,89.5,100,8,7.4,86.4,yes
STU-0008775,24,7.3,78.9,79.9,3,7.6,76.4,yes
STU-0008776,26,3.6,52.9,48.2,7,6.8,48.4,no
STU-0008777,19,5.9,83.3,89.9,11,6.7,81.2,yes
STU-0008778,20,19.2,76.5,76.0,3,5.9,67.1,yes
STU-0008779,21,10.1,89.9,76.6,3,7.5,60.8,yes
STU-0008780,20,9.8,70.3,77.2,5,5.5,64.6,yes
STU-0008781,21,13.9,56.3,65.6,4,8.4,72.4,yes
STU-0008782,19,1.0,83.4,65.1,12,7.3,73.4,yes
STU-0008783,24,14.5,77.0,82.9,12,7.6,77.1,yes
STU-0008784,19,11.5,69.9,67.8,12,7.3,54.5,no
STU-0008785,22,5.8,72.9,56.3,7,7.8,60.3,yes
STU-0008786,17,1.0,54.7,95.0,13,6.6,74.0,yes
STU-0008787,18,24.7,76.3,100,14,7.1,86.9,yes
STU-0008788,22,3.1,55.7,62.9,8,5.6,50.9,no
STU-0008789,24,4.9,50.9,36.6,11,5.8,44.9,no
STU-0008790,23,13.8,81.9,98.1,12,7.0,76.6,yes
STU-0008791,21,14.7,76.8,68.1,6,5.8,63.4,yes
STU-0008792,18,1.0,55.9,60.2,5,7.2,52.8,no
STU-0008793,21,12.0,83.4,87.4,7,7.3,76.4,yes
STU-0008794,24,16.6,87.5,100,6,7.9,96.2,yes
STU-0008795,24,5.4,71.4,85.1,14,6.5,66.5,yes
STU-0008796,22,24.9,87.6,89.7,10,7.7,99.2,yes
STU-0008797,25,17.0,77.4,100,5,7.4,93.3,yes
STU-0008798,24,12.4,55.6,48.2,11,6.6,55.0,no
STU-0008799,19,1.1,57.9,76.8,9,7.4,60.3,yes
STU-0008800,20,3.7,58.1,66.2,6,6.2,57.4,no
STU-0008801,22,3.1,70.4,65.8,9,7.5,36.2,no
STU-0008802,26,9.6,93.3,93.9,4,7.9,93.5,yes
STU-0008803,20,28.9,88.1,100,6,6.2,90.7,yes
STU-0008804,19,10.5,77.2,100,13,7.9,78.8,yes
STU-0008805,21,22.8,93.8,100,7,7.4,91.0,yes
STU-0008806,22,17.2,95.7,100,11,7.2,91.2,yes
STU-0008807,22,1.0,59.9,83.7,12,5.7,67.4,yes
STU-0008808,20,5.9,72.4,60.7,13,8.0,59.8,no
STU-0008809,18,21.0,100,100,13,8.8,92.4,yes
STU-0008810,22,11.1,85.1,93.0,13,8.6,85.3,yes
STU-0008811,22,8.4,71.2,70.8,9,5.3,58.5,no
STU-0008812,21,15.7,85.7,100,12,6.7,88.2,yes
STU-0008813,21,17.2,90.0,100,12,6.6,85.2,yes
STU-0008814,24,13.6,89.1,100,3,8.1,87.0,yes
STU-0008815,23,13.7,66.9,77.8,9,6.7,79.1,yes
STU-0008816,21,10.8,61.8,88.3,14,6.8,75.5,yes
STU-0008817,21,9.9,84.0,100,3,8.0,84.2,yes
STU-0008818,25,14.6,85.2,100,9,6.7,88.8,yes
STU-0008819,18,1.1,86.8,100,13,5.8,67.6,yes
STU-0008820,22,1.0,66.3,89.5,10,5.6,64.1,yes
STU-0008821,19,10.1,84.6,92.0,3,5.5,77.4,yes
STU-0008822,24,1.0,73.6,36.4,13,6.3,44.4,no
STU-0008823,19,9.5,89.2,100.0,11,7.7,88.4,yes
STU-0008824,19,13.3,67.6,35.1,6,5.7,53.8,no
STU-0008825,17,5.3,72.8,42.5,6,6.4,45.1,no
STU-0008826,18,7.1,83.6,100,9,7.5,84.0,yes
STU-0008827,17,15.1,93.2,100,9,5.8,78.9,yes
STU-0008828,21,8.2,63.5,69.2,9,7.4,71.6,yes
STU-0008829,23,7.0,81.0,94.0,3,6.5,81.1,yes
STU-0008830,25,4.1,75.0,44.7,8,6.7,45.8,no
STU-0008831,18,15.9,72.7,93.7,10,6.6,74.3,yes
STU-0008832,24,5.9,61.9,81.5,11,8.6,67.6,yes
STU-0008833,26,2.8,68.8,54.9,12,7.2,49.6,no
STU-0008834,19,11.1,84.2,94.0,13,7.3,81.2,yes
STU-0008835,25,11.8,74.2,95.2,5,6.7,77.1,yes
STU-0008836,22,20.2,90.2,92.9,4,7.9,77.8,yes
STU-0008837,20,14.5,98.8,100,8,8.0,93.8,yes
STU-0008838,20,14.5,94.2,100,4,8.1,81.9,yes
STU-0008839,17,1.0,80.2,49.7,11,7.1,48.8,no
STU-0008840,20,9.3,96.9,100,14,8.5,100,yes
STU-0008841,20,6.9,75.0,75.6,14,6.4,63.2,yes
STU-0008842,21,18.4,89.5,76.3,6,6.7,83.1,yes
STU-0008843,25,1.0,67.3,52.7,14,6.9,35.5,no
STU-0008844,23,17.2,80.6,100,14,8.0,88.7,yes
STU-0008845,19,10.9,61.0,23.8,14,6.4,43.2,no
STU-0008846,17,24.2,90.7,79.8,6,9.2,86.8,yes
STU-0008847,23,1.0,86.3,62.9,11,7.4,56.3,no
STU-0008848,19,21.0,97.9,100,11,6.8,92.0,yes
STU-0008849,24,8.7,66.9,64.9,4,5.8,66.4,yes
STU-0008850,19,8.5,83.4,91.6,10,6.0,85.7,yes
STU-0008851,19,14.4,76.4,100,8,6.4,78.4,yes
STU-0008852,25,9.0,70.9,78.1,9,6.8,72.0,yes
STU-0008853,18,6.8,86.4,61.6,5,5.8,58.3,no
STU-0008854,19,16.1,74.5,68.3,5,6.1,62.3,yes
STU-0008855,19,21.3,98.1,91.6,4,8.3,90.5,yes
STU-0008856,21,6.5,86.4,88.5,7,7.6,71.5,yes
STU-0008857,21,17.7,83.9,100,8,9.3,97.1,yes
STU-0008858,20,1.0,62.1,55.4,5,6.8,53.1,no
STU-0008859,25,8.4,64.4,86.5,8,6.9,64.0,yes
STU-0008860,17,14.0,84.4,100,5,7.0,78.3,yes
STU-0008861,18,2.9,73.7,52.2,13,6.1,62.1,yes
STU-0008862,23,18.1,77.2,77.5,13,8.1,75.0,yes
STU-0008863,20,23.3,88.7,91.8,4,8.9,94.1,yes
STU-0008864,20,15.5,76.3,63.9,11,8.4,75.2,yes
STU-0008865,20,13.6,75.9,93.7,11,8.5,89.2,yes
STU-0008866,24,10.8,91.0,65.2,14,8.3,61.8,yes
STU-0008867,22,4.6,73.5,72.9,8,7.1,67.5,yes
STU-0008868,22,18.6,91.3,100,3,7.9,100,yes
STU-0008869,17,1.0,81.7,61.4,10,7.8,61.2,yes
STU-0008870,26,7.1,88.7,91.0,12,8.0,79.2,yes
STU-0008871,18,8.7,62.2,64.1,12,6.8,58.7,no
STU-0008872,19,11.7,87.1,64.2,14,9.1,60.9,yes
STU-0008873,20,5.2,71.3,33.3,10,6.3,36.4,no
STU-0008874,26,14.9,70.5,96.0,9,5.4,69.0,yes
STU-0008875,20,6.4,65.9,75.5,12,6.9,65.0,yes
STU-0008876,23,14.5,77.8,100,6,6.5,77.5,yes
STU-0008877,21,15.4,93.4,100,6,9.1,87.9,yes
STU-0008878,21,5.2,74.6,49.0,9,7.2,36.9,no
STU-0008879,25,16.5,82.0,69.9,8,7.0,64.4,yes
STU-0008880,17,8.2,87.8,87.4,6,8.8,86.5,yes
STU-0008881,23,1.0,77.4,100,8,6.0,80.7,yes
STU-0008882,18,19.5,84.3,77.7,7,7.6,75.4,yes
STU-0008883,21,3.1,69.1,51.2,9,5.7,57.2,no
STU-0008884,18,1.0,66.7,48.1,13,5.7,45.1,no
STU-0008885,23,3.1,75.5,100,7,5.8,85.3,yes
STU-0008886,21,6.8,85.8,100,9,7.4,80.4,yes
STU-0008887,26,7.4,68.9,49.3,4,5.7,50.6,no
STU-0008888,21,2.7,67.4,32.1,13,7.3,59.2,no
STU-0008889,20,1.0,39.1,20,3,6.2,27.8,no
STU-0008890,21,17.4,81.6,92.1,6,7.1,89.7,yes
STU-0008891,25,14.7,59.2,47.3,4,6.5,64.5,yes
STU-0008892,26,7.2,75.0,90.4,6,7.4,85.7,yes
STU-0008893,20,7.6,89.6,90.9,12,8.1,90.5,yes
STU-0008894,24,13.3,87.7,90.7,3,7.1,75.4,yes
STU-0008895,17,10.1,71.6,85.8,3,7.5,68.1,yes
STU-0008896,26,11.6,88.6,100,14,9.4,97.5,yes
STU-0008897,21,4.0,66.3,73.1,13,8.0,65.4,yes
STU-0008898,19,8.2,78.0,88.8,4,7.5,85.0,yes
STU-0008899,22,5.8,76.6,68.8,3,7.1,77.6,yes
STU-0008900,24,20.8,81.4,100,7,6.7,75.8,yes
STU-0008901,23,8.9,90.3,100,8,6.2,69.0,yes
STU-0008902,20,19.5,76.4,100,3,5.3,69.7,yes
STU-0008903,21,8.1,70.5,86.1,3,7.0,85.9,yes
STU-0008904,21,18.2,80.4,96.2,9,7.4,78.9,yes
STU-0008905,17,4.5,72.6,75.4,8,6.1,65.4,yes
STU-0008906,19,13.5,82.3,80.8,11,6.0,66.0,yes
STU-0008907,22,16.9,79.3,95.5,10,7.7,96.5,yes
STU-0008908,23,24.1,100,100,14,7.0,94.1,yes
STU-0008909,20,13.1,65.2,41.5,9,6.4,52.3,no
STU-0008910,25,3.3,70.3,60.9,12,6.7,57.7,no
STU-0008911,25,14.4,81.0,100,11,6.8,81.4,yes
STU-0008912,20,5.5,74.6,87.0,8,7.2,55.0,no
STU-0008913,18,8.7,63.5,74.1,14,7.5,75.4,yes
STU-0008914,18,17.5,99.1,100,4,7.9,87.6,yes
STU-0008915,19,14.6,79.1,100,12,6.2,84.9,yes
STU-0008916,26,15.7,91.8,100,3,7.9,88.2,yes
STU-0008917,17,13.0,68.0,76.1,6,7.2,75.3,yes
STU-0008918,20,3.2,81.6,65.1,14,8.3,67.2,yes
STU-0008919,20,12.5,63.1,91.6,9,8.4,80.4,yes
STU-0008920,23,18.7,100,100,6,5.7,88.6,yes
STU-0008921,21,10.0,63.5,100,9,6.0,71.7,yes
STU-0008922,26,11.8,77.6,100,13,7.8,80.3,yes
STU-0008923,18,1.0,58.3,68.3,6,6.5,61.7,yes
STU-0008924,22,15.1,73.3,82.5,13,7.5,76.2,yes
STU-0008925,22,19.8,88.8,100,9,7.7,89.0,yes
STU-0008926,20,11.2,69.3,95.3,3,7.2,81.3,yes
STU-0008927,18,12.2,72.6,100,13,7.5,85.3,yes
STU-0008928,22,5.2,89.0,85.7,14,7.2,81.2,yes
STU-0008929,18,6.9,66.5,81.7,12,7.6,71.7,yes
STU-0008930,26,19.6,98.3,100,12,6.4,89.6,yes
STU-0008931,25,11.6,98.2,100,13,6.7,87.2,yes
STU-0008932,25,6.7,78.6,41.0,3,7.2,47.1,no
STU-0008933,19,10.0,65.6,52.8,9,7.4,68.6,yes
STU-0008934,24,4.4,67.5,65.1,11,6.9,49.3,no
STU-0008935,26,1.0,76.6,84.6,12,6.1,62.6,yes
STU-0008936,20,1.0,73.3,100,10,5.6,67.6,yes
STU-0008937,24,1.2,57.8,38.6,8,8.1,51.9,no
STU-0008938,17,6.5,73.8,20,11,6.4,38.1,no
STU-0008939,19,13.6,79.4,100,7,8.1,78.1,yes
STU-0008940,20,19.2,89.1,100,8,6.2,88.0,yes
STU-0008941,18,4.3,56.0,75.4,6,6.5,51.8,no
STU-0008942,21,18.8,66.9,57.7,13,6.9,59.5,no
STU-0008943,19,12.2,91.0,88.6,11,9.5,93.3,yes
STU-0008944,20,10.0,84.5,75.2,8,6.7,72.7,yes
STU-0008945,21,16.3,69.7,88.1,11,6.8,54.9,no
STU-0008946,26,6.4,60.9,58.0,9,6.8,61.4,yes
STU-0008947,19,11.3,80.1,94.8,11,7.4,90.7,yes
STU-0008948,19,14.0,72.1,100,12,8.1,91.0,yes
STU-0008949,21,7.6,94.3,71.5,9,8.8,73.7,yes
STU-0008950,19,19.6,84.2,66.9,6,7.3,77.2,yes
STU-0008951,18,14.8,69.7,71.8,12,6.1,56.5,no
STU-0008952,18,18.7,96.3,100,11,5.9,84.8,yes
STU-0008953,20,26.7,75.0,100,11,7.0,89.8,yes
STU-0008954,25,17.3,88.8,81.5,10,6.8,81.5,yes
STU-0008955,17,1.0,65.4,77.5,4,6.3,63.5,yes
STU-0008956,25,15.1,67.3,55.7,8,7.7,62.0,yes
STU-0008957,19,24.0,100,100,7,8.3,100,yes
STU-0008958,18,8.9,73.8,83.6,3,5.7,70.7,yes
STU-0008959,21,13.5,76.1,70.0,4,6.4,66.4,yes
STU-0008960,21,12.0,82.1,87.5,9,8.0,77.1,yes
STU-0008961,17,2.5,78.4,52.7,8,7.7,51.4,no
STU-0008962,25,20.7,90.9,78.9,11,7.6,78.4,yes
STU-0008963,21,17.6,88.4,100,11,6.3,89.6,yes
STU-0008964,21,18.6,61.0,77.0,3,5.8,71.3,yes
STU-0008965,18,2.9,60.0,78.2,6,7.0,61.1,yes
STU-0008966,19,11.6,48.8,63.5,9,4.8,51.8,no
STU-0008967,20,18.6,93.5,100,13,7.7,100,yes
STU-0008968,21,12.5,100,97.9,10,8.4,86.0,yes
STU-0008969,24,7.1,80.3,96.5,4,7.7,81.0,yes
STU-0008970,26,3.6,58.3,52.2,6,7.8,49.5,no
STU-0008971,21,5.9,64.8,26.2,6,6.7,39.3,no
STU-0008972,19,20.8,90.9,97.8,11,8.1,91.2,yes
STU-0008973,25,7.8,66.3,38.2,3,7.1,54.3,no
STU-0008974,20,1.2,64.8,78.6,9,7.6,67.7,yes
STU-0008975,18,17.7,76.0,73.6,12,7.5,63.3,yes
STU-0008976,25,26.8,83.4,100,4,6.4,94.2,yes
STU-0008977,26,6.2,87.0,100,4,7.7,74.4,yes
STU-0008978,18,9.8,65.8,75.5,4,6.5,71.1,yes
STU-0008979,26,18.8,95.3,81.0,10,6.3,77.1,yes
STU-0008980,21,14.4,66.8,96.6,8,7.9,82.2,yes
STU-0008981,23,8.7,54.2,94.1,5,6.0,57.1,no
STU-0008982,18,21.6,100,100,12,6.2,79.6,yes
STU-0008983,19,11.1,93.5,100,5,6.3,66.3,yes
STU-0008984,24,23.1,83.3,69.3,4,6.4,73.4,yes
STU-0008985,17,11.9,84.8,100,3,6.9,88.4,yes
STU-0008986,21,1.0,70.7,65.6,3,7.4,64.6,yes
STU-0008987,20,6.5,67.9,100,10,8.4,74.7,yes
STU-0008988,24,12.8,79.5,100,13,6.3,69.4,yes
STU-0008989,26,20.1,99.1,100,14,7.3,95.1,yes
STU-0008990,21,8.1,87.3,100,6,7.1,93.6,yes
STU-0008991,18,8.5,69.2,79.0,14,6.0,65.4,yes
STU-0008992,17,14.9,71.0,75.7,10,7.3,74.6,yes
STU-0008993,19,9.7,82.4,81.7,9,8.4,84.1,yes
STU-0008994,17,13.2,74.2,81.2,14,5.6,70.6,yes
STU-0008995,23,22.0,78.0,100,3,6.0,82.7,yes
STU-0008996,26,15.0,90.1,100,14,7.4,82.4,yes
STU-0008997,22,1.0,57.8,48.9,4,6.9,46.9,no
STU-0008998,26,11.9,68.2,97.9,13,5.4,75.6,yes
STU-0008999,18,9.2,49.3,60.2,14,6.1,50.9,no
STU-0009000,20,7.2,68.7,49.6,4,7.2,53.7,no
STU-0009001,21,15.4,69.1,100,13,7.3,72.2,yes
STU-0009002,17,17.8,63.3,64.8,4,7.3,58.9,no
STU-0009003,18,8.7,71.0,32.5,14,7.8,42.7,no
STU-0009004,21,18.9,67.9,86.4,6,5.8,71.2,yes
STU-0009005,25,1.0,57.3,61.5,3,7.3,51.3,no
STU-0009006,23,14.4,79.1,76.4,5,6.9,68.3,yes
STU-0009007,24,14.2,80.5,92.5,14,5.8,79.4,yes
STU-0009008,19,5.9,70.2,76.4,8,7.1,64.9,yes
STU-0009009,17,1.0,64.8,37.8,3,6.0,31.7,no
STU-0009010,22,18.7,77.4,88.6,3,7.7,77.0,yes
STU-0009011,25,14.1,72.2,100,14,7.1,77.2,yes
STU-0009012,19,11.1,83.3,100,9,5.4,68.4,yes
STU-0009013,23,11.1,73.2,90.8,6,7.2,74.8,yes
STU-0009014,19,15.6,89.7,99.8,12,8.5,87.2,yes
STU-0009015,20,9.2,71.8,78.6,8,8.4,83.3,yes
STU-0009016,19,9.7,54.3,49.0,13,6.6,51.8,no
STU-0009017,19,14.5,93.3,100,13,5.7,85.2,yes
STU-0009018,19,18.3,100,100,6,8.3,97.2,yes
STU-0009019,19,1.0,76.0,62.4,12,5.6,55.6,no
STU-0009020,21,19.3,86.8,98.3,11,6.2,73.4,yes
STU-0009021,20,1.0,66.2,26.6,5,7.8,43.8,no
STU-0009022,25,4.8,60.6,64.3,10,8.2,69.0,yes
STU-0009023,21,23.2,100,100,13,7.5,88.2,yes
STU-0009024,23,15.1,80.4,88.9,6,7.6,78.0,yes
STU-0009025,18,7.8,61.0,100,5,6.0,76.5,yes
STU-0009026,19,11.2,100,100,14,6.6,79.3,yes
STU-0009027,18,1.0,70.6,35.2,6,6.7,59.5,no
STU-0009028,18,1.0,71.1,84.7,12,6.7,49.9,no
STU-0009029,19,8.2,86.1,61.3,7,6.6,65.3,yes
STU-0009030,18,1.0,62.5,42.4,14,7.4,31.2,no
STU-0009031,17,19.7,84.3,96.4,7,7.0,87.5,yes
STU-0009032,22,2.9,61.6,29.1,7,7.2,51.8,no
STU-0009033,21,13.8,74.0,92.9,12,7.7,73.6,yes
STU-0009034,21,19.4,95.3,100,7,7.9,99.7,yes
STU-0009035,18,1.0,53.0,70.2,13,7.6,65.9,yes
STU-0009036,19,6.4,70.9,67.2,11,5.1,64.1,yes
STU-0009037,21,10.5,76.1,100,11,8.0,98.7,yes
STU-0009038,20,7.3,80.8,100,12,7.1,83.7,yes
STU-0009039,21,11.8,83.0,62.5,8,5.6,69.9,yes
STU-0009040,20,3.6,84.8,72.8,13,5.9,59.4,no
STU-0009041,19,13.1,81.4,100,8,7.2,94.8,yes
STU-0009042,18,7.8,73.0,78.3,11,6.5,72.0,yes
STU-0009043,24,2.9,87.0,100,13,7.3,78.1,yes
STU-0009044,25,17.4,70.7,84.5,4,6.4,72.3,yes
STU-0009045,19,14.2,75.5,58.3,10,7.5,42.7,no
STU-0009046,22,20.1,82.7,100,9,8.1,91.2,yes
STU-0009047,19,1.0,35,42.1,7,6.2,24.3,no
STU-0009048,18,5.2,72.8,65.4,6,5.5,61.3,yes
STU-0009049,18,1.0,40.4,51.0,10,5.7,23.4,no
STU-0009050,19,14.1,62.3,100,7,6.0,81.0,yes
STU-0009051,22,21.6,84.8,99.6,13,7.6,86.3,yes
STU-0009052,20,11.4,80.6,88.4,8,8.4,90.6,yes
STU-0009053,21,15.7,94.5,100,12,6.5,99.8,yes
STU-0009054,21,8.2,43.4,62.2,10,6.4,56.0,no
STU-0009055,17,6.0,76.5,85.0,8,5.1,63.1,yes
STU-0009056,18,14.3,94.4,100,6,8.0,93.2,yes
STU-0009057,17,11.6,82.0,100,10,8.1,89.1,yes
STU-0009058,21,12.6,69.9,99.2,9,7.9,74.2,yes
STU-0009059,23,4.4,49.8,20,14,6.4,33.2,no
STU-0009060,17,26.9,100,100,6,5.7,96.8,yes
STU-0009061,18,1.2,74.5,100,7,6.6,81.6,yes
STU-0009062,20,14.5,70.5,85.6,3,7.8,63.7,yes
STU-0009063,17,17.1,89.1,100,7,6.6,74.0,yes
STU-0009064,18,8.3,68.4,82.3,7,6.9,79.9,yes
STU-0009065,20,22.0,77.1,100,10,8.1,88.9,yes
STU-0009066,20,13.7,81.9,100,7,8.5,89.3,yes
STU-0009067,18,7.2,80.3,91.9,14,4.7,65.0,yes
STU-0009068,24,4.0,70.4,80.9,3,6.5,65.4,yes
STU-0009069,22,6.2,68.7,44.6,8,5.8,44.5,no
STU-0009070,22,6.2,75.5,93.4,12,6.3,83.7,yes
STU-0009071,23,1.0,63.0,30.2,13,6.6,38.5,no
STU-0009072,26,18.7,84.9,78.6,3,7.9,75.7,yes
STU-0009073,24,6.5,67.6,70.7,11,6.8,68.6,yes
STU-0009074,24,19.2,69.3,81.0,6,7.3,69.7,yes
STU-0009075,21,8.1,62.3,74.2,13,7.4,66.2,yes
STU-0009076,22,17.3,59.4,57.7,11,7.2,58.1,no
STU-0009077,20,8.8,57.5,26.4,5,5.3,37.8,no
STU-0009078,19,1.5,73.1,60.6,11,7.2,63.5,yes
STU-0009079,20,16.0,88.8,77.7,7,7.4,70.5,yes
STU-0009080,26,1.0,49.2,52.9,4,3.9,36.1,no
STU-0009081,19,11.4,81.6,100,14,6.9,77.2,yes
STU-0009082,24,14.2,80.4,86.5,9,8.0,75.4,yes
STU-0009083,25,10.1,78.0,64.5,11,6.8,62.5,yes
STU-0009084,23,14.2,90.9,83.6,12,7.0,86.6,yes
STU-0009085,25,1.0,58.5,85.5,11,7.3,69.5,yes
STU-0009086,21,4.7,81.9,71.2,8,6.3,69.5,yes
STU-0009087,18,8.3,85.0,100,14,7.0,82.4,yes
STU-0009088,25,14.1,72.7,100,5,7.8,65.6,yes
STU-0009089,25,1.0,73.8,88.9,10,6.2,66.6,yes
STU-0009090,21,9.5,97.6,99.6,10,7.4,87.0,yes
STU-0009091,22,9.2,69.8,90.8,8,6.7,67.9,yes
STU-0009092,18,15.4,74.2,92.8,13,8.3,71.6,yes
STU-0009093,18,6.6,52.3,59.0,7,7.1,51.5,no
STU-0009094,26,15.7,83.6,100,7,8.6,89.8,yes
STU-0009095,25,6.8,71.4,99.6,9,7.1,78.3,yes
STU-0009096,24,10.4,77.3,100,6,7.3,86.5,yes
STU-0009097,21,5.5,71.8,94.0,11,6.6,74.7,yes
STU-0009098,18,8.6,61.7,62.2,12,8.3,62.5,yes
STU-0009099,21,3.0,95.5,86.5,3,6.6,73.4,yes
STU-0009100,19,24.9,88.4,100,12,6.9,94.3,yes
STU-0009101,23,7.9,78.1,85.3,4,6.5,76.0,yes
STU-0009102,23,15.6,70.5,100,11,7.4,80.4,yes
STU-0009103,24,1.7,90.3,100,10,6.4,69.7,yes
STU-0009104,25,8.0,77.2,100,11,5.9,78.8,yes
STU-0009105,21,12.6,88.2,62.5,12,8.1,77.7,yes
STU-0009106,21,1.0,49.5,38.4,10,5.4,41.9,no
STU-0009107,19,9.4,59.0,53.2,9,6.6,52.5,no
STU-0009108,19,1.6,77.6,78.2,12,6.0,43.8,no
STU-0009109,18,7.8,69.5,69.8,14,6.4,59.9,no
STU-0009110,26,4.7,65.6,56.1,6,7.1,51.2,no
STU-0009111,22,6.4,91.4,100,10,7.2,87.5,yes
STU-0009112,19,10.5,75.6,87.9,5,8.0,71.8,yes
STU-0009113,20,12.2,81.2,88.9,14,5.7,72.7,yes
STU-0009114,20,3.5,76.1,100,3,6.7,79.7,yes
STU-0009115,18,6.0,65.1,94.3,10,6.1,39.7,no
STU-0009116,24,15.8,65.3,93.1,6,6.8,74.2,yes
STU-0009117,23,8.3,74.3,91.9,8,6.5,72.4,yes
STU-0009118,20,1.1,64.9,40.9,7,6.9,51.3,no
STU-0009119,25,13.1,85.7,100,6,5.8,82.7,yes
STU-0009120,26,11.4,66.3,56.3,9,6.5,58.1,no
STU-0009121,20,2.3,62.8,86.0,5,7.2,60.3,yes
STU-0009122,21,7.9,81.5,59.1,10,7.0,58.9,no
STU-0009123,21,8.1,80.6,100,9,8.7,84.1,yes
STU-0009124,17,4.8,70.5,78.7,7,8.8,72.6,yes
STU-0009125,18,6.3,66.8,82.7,12,6.5,65.1,yes
STU-0009126,21,11.3,63.6,47.9,8,6.6,63.2,yes
STU-0009127,18,7.2,77.5,75.1,5,7.6,59.3,no
STU-0009128,20,5.4,82.7,96.3,5,7.3,74.8,yes
STU-0009129,21,8.1,81.0,99.4,13,5.6,69.9,yes
STU-0009130,21,21.4,88.6,100,14,7.1,90.4,yes
STU-0009131,26,13.7,89.8,75.1,8,7.8,80.7,yes
STU-0009132,18,18.1,87.2,97.9,13,7.8,93.7,yes
STU-0009133,19,1.0,47.0,61.0,13,6.2,55.6,no
STU-0009134,25,1.5,83.6,100,12,6.8,67.7,yes
STU-0009135,20,30.8,100,75.6,7,6.3,86.0,yes
STU-0009136,22,8.0,86.4,100,3,7.2,82.5,yes
STU-0009137,22,1.0,51.0,20,3,5.8,34.7,no
STU-0009138,18,8.5,83.8,84.4,8,7.3,71.3,yes
STU-0009139,21,10.2,70.3,49.5,9,8.2,57.8,no
STU-0009140,18,12.3,68.3,95.7,9,6.3,66.4,yes
STU-0009141,20,3.7,76.6,93.5,5,6.7,83.5,yes
STU-0009142,26,22.4,80.3,100,11,7.3,78.8,yes
STU-0009143,24,4.4,75.2,70.2,5,6.7,52.9,no
STU-0009144,25,6.5,59.2,47.1,4,7.1,42.7,no
STU-0009145,18,1.0,77.6,63.1,12,6.1,50.0,no
STU-0009146,20,13.3,98.7,87.8,11,9.0,88.2,yes
STU-0009147,21,12.4,72.7,70.8,9,7.2,83.9,yes
STU-0009148,23,6.7,70.2,84.5,7,6.1,70.7,yes
STU-0009149,18,13.5,69.3,68.3,4,7.0,69.9,yes
STU-0009150,25,8.2,74.7,81.2,12,8.2,66.6,yes
STU-0009151,19,9.4,76.3,86.8,9,7.0,79.5,yes
STU-0009152,21,1.0,78.1,73.9,5,8.0,70.4,yes
